Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,OCC_Code,OCC_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","06357620","04-1303","08/05/04 00:00:00","09/08/04 00:00:00","09/14/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",6,"CO","955.687-014","Snow Shoveler",6,7.5200,"H",7.5200,"H","PALOMO'S CONSTRUCTION, INC.","DENVER","CO","PALOMO","FLORENCIO","F.E.W.A.","Romero","Rita","Denver","CO"
"TEMP","06357627","000000098436","08/13/04 00:00:00","09/10/04 00:00:00","09/15/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",6,"TX","459.687-010","Laborer, Brush Clearing",52,6.5000,"H",6.2300,"H","LAJITAS AIRPORT LLC","LAJITAS","TX","MCINTIRE","MIKE","Delinko-Taylor","Delinko-Taylor","Diane","New York","NY"
"TEMP","06357619","04-1305","08/05/04 00:00:00","09/08/04 00:00:00","09/14/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",6,"CO","526.686-010","Baker Helper",10,8.6200,"H",7.2500,"H","BAKED IN TELLURIDE","TELLURIDE","CO","GREENE","GERALD","Labor Consultants International","Muilenburg","Ginny","Post Falls","ID"
"TEMP","06357433","000000098300","08/09/04 00:00:00","09/08/04 00:00:00","09/10/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",6,"TX","869.687-026","Construction Worker II",15,7.5700,"H",7.5700,"H","F L CRANE & SONS INC","HUTTO","TX","WIYGUL","BEVERLY","AGWORKS, INC.","BREMER","DAN","LAKE PARK","GA"
"TEMP","02510640","20040071350","08/05/04 00:00:00","08/05/04 00:00:00","09/17/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",2,"NY","313.131-014","Chef",1,23.6700,"H",23.6700,"H","OH TAISHO","NEW YORK","NY","UMIYA","YUMIKO","C STEVEN HORN","HORN","C STEVEN","NEW YORK","NY"
"TEMP","01341131",,"08/10/04 00:00:00","08/10/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",30,8.5000,"H",8.5000,"H","Stratton Mountain Resort","Stratton Mountain","VT","Westbrook","Katie","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","01341133",,"07/29/04 00:00:00","07/29/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",6,8.5000,"H",8.5000,"H","Northern Lights Lodge","Stowe","VT","Holzgruber","Al","Robert Laltoo","Laltoo","Robert","Cape Neddick","ME"
"TEMP","01341135",,"08/10/04 00:00:00","08/10/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",12,8.5000,"H",8.5000,"H","Snowdance LLC, DBA Ascutney Mountain Resort","Brownsville","VT","Girouard","Lynn","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","02510623","20040072530","08/12/04 00:00:00","08/12/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",2,"NY","313.361-030","Cook, Specialty, Foreign Food",2,19.5000,"H",18.2300,"H","ANGORA FOOD MARKET","MEDFORD","NY","ARTUGMAC","TEMEL","Stephen S. Santo Esquire","Santo Esq.",,"New York","NY"
"TEMP","03411085",,"08/17/04 00:00:00","08/17/04 00:00:00","09/23/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"VA","525.684-030","Fish Cleaner",19,5.1500,"H",6.1800,"H","Hampton River LLC","Hampton","VA","Scharnhorst","A.","KT Labor, INC.","Sowards","Tish","Lexington","KY"
"TEMP","03411517",,"08/18/04 00:00:00","09/07/04 00:00:00","09/09/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"PA","669.682-058","Nailing Machine Operator",72,510.0000,"W",509.0000,"W","RAPID PALLET","JERMYN","PA","WHITIAK","RONALD","West Long LLC Attorneys At Law","Long","Robert","Harrisburg","PA"
"TEMP","04419909","46938","06/04/04 00:00:00","06/04/04 00:00:00","09/20/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",4,"FL","301.474-010","House Worker, General",1,6.2500,"H",6.4100,"H","Not Available","MANAKIN","VA","Not Available","Not Available","LAW OFFICES OF BECKI L. YOUNG","YOUNG","BECKI","WASHINGTON","DC"
"TEMP","03411153",,"08/23/04 00:00:00","08/23/04 00:00:00","09/24/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"PA","031.262-010","Data Communications Analyst",1,40000.0000,"A",38813.0000,"A","Colorcon","West Point","PA","McCarthy","Matthew","Klasko, Rulon, Stock & Selltzer, LLP","Klasko","H. Ronald","Philadelphia","PA"
"TEMP","03411000",,"08/13/04 00:00:00","08/13/04 00:00:00","09/21/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","311.677-018","Dining Room Attendant",10,6.5000,"H",6.1000,"H","V & K, Inc.","Virginia Beach","VA","Krus","Victor","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","03410997",,"08/13/04 00:00:00","08/13/04 00:00:00","09/21/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","915.583-010","Lot Attendant",30,6.5000,"H",6.1900,"H","V & K, Inc.","Virginia Beach","VA","Krus","Victor","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","03410994",,"08/18/04 00:00:00","09/07/04 00:00:00","09/10/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"PA","669.682-058","Nailing Machine Operator",21,602.0000,"W",601.6000,"W","Rapid Pallet, Inc.","Harrisburg","PA","WHITIAK","RONALD","West Long LLC Attorneys At Law","Long","Robert","Harrisburg","PA"
"TEMP","03410993",,"06/15/04 00:00:00","06/15/04 00:00:00","09/10/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","311.477-030","Waiter/Waitress, Informal",20,6.5000,"H",7.5600,"H","Service Management Inc.","Norfolk","VA","Foster","Jerry","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","03410992",,"08/02/04 00:00:00","08/02/04 00:00:00","09/10/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","311.477-030","Waiter/Waitress, Informal",20,6.5000,"H",7.5600,"H","Service Management Inc.","Norfolk","VA","Foster","Jerry","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","03410991",,"08/09/04 00:00:00","08/09/04 00:00:00","09/10/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",20,6.0000,"H",7.4100,"H","Holiday Inn","Hampton","VA","Carsey","Robert","Dependable International Services","Marra","Allen","East Orange","NJ"
"TEMP","03410926",,"08/18/04 00:00:00","08/18/04 00:00:00","09/08/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"VA","153.227-018","Instructor, Sports",10,9.3600,"H",8.4500,"H","Homestead (The)","Hot Springs","MD","HITE","Brenda","Hunton & Williams","Rosser","Adam","Washington","DC"
"TEMP","03410987",,"08/09/04 00:00:00","08/09/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","311.477-030","Waiter/Waitress, Informal",20,7.5600,"H",7.5600,"H","Holiday Inn","Hampton","VA","Carsey","Robert","Dependable International Services","Marra","Allen","East Orange","NJ"
"TEMP","03410887",,"08/10/04 00:00:00","08/10/04 00:00:00","09/03/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"PA","639.681-010","Bicycle Repairer",1,15.1100,"H",15.1100,"H","Storm Assembly","Philadelphia","PA","Campbell","Robert","MORLEY SURIN & GRIFFIN,P.C.","Griffin","Thomas","Philadelphia","PA"
"TEMP","03410890",,"06/08/04 00:00:00","06/08/04 00:00:00","09/07/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"MD","301.677-010","Child Monitor",1,10.1400,"H",10.1400,"H","Not Available","Columbia","MD","Not Available","Not Available","Attorney at Law","Basnayake","Sena","Washington","DC"
"TEMP","03410980",,"08/03/04 00:00:00","08/03/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/01/04 00:00:00",3,"MD","410.674-022","Stable Attendant",200,10.6800,"H",10.9600,"H","Maryland Thoroughbred  Horsemen's Association, Inc","Baltimore","MD","Hoffberger","Richard","Arburua, Esq, Martin J. Arburua","Arburua","Martin","Solana Beach","CA"
"TEMP","03410982",,"08/16/04 00:00:00","08/16/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","915.583-010","Lot Attendant",20,7.0000,"H",6.1900,"H","Chesapeake Auto Terminal","Chesapeake","VA","Foster","Jerry","Dependable International Services","Marra","Allen","East Orange","NJ"
"TEMP","03410983",,"08/11/04 00:00:00","08/11/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","915.583-010","Lot Attendant",20,7.0000,"H",6.1900,"H","Service Management Inc.","Norfolk","VA","Foster","Jerry","Dependable International Services","Marra","Allen","East Orange","NJ"
"TEMP","03410984",,"08/16/04 00:00:00","08/16/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/01/04 00:00:00",3,"VA","915.583-010","Lot Attendant",20,7.0000,"H",6.1900,"H","Caliber Auto Terminal","Newport News","VA","Carsey","Robert","Dependable International Services","Marra","Allen","East Orange","NJ"
"TEMP","05438297","14543","07/19/04 00:00:00","07/19/04 00:00:00","08/25/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",5,"OH","785.261-014","Custom Tailor",1,26100.0000,"A",23858.0000,"A","Athina's Tailoring and Alterations","Centerville","OH","Page","Maria","Mitchel W. Allen","Allen","Mitchel","Lebanon","OH"
"TEMP","09594994","196941","09/03/04 00:00:00","09/03/04 00:00:00","10/01/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",9,"CA","999.439-061","Office Clerks, General",1,7.0000,"H",8.8700,"H","NAT'L CTR ON DEAFNESS AT CAL STATE UNIV.NORTHRIDGE","NORTHRIDGE","CA","SELNA","SCOTT","HEATHER DEROUSO","DEROUSO","HEATHER","NORTHRIDGE","CA"
"TEMP","09594993","197247","09/27/04 00:00:00","09/27/04 00:00:00","10/01/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",9,"CA","999.399-011","Child Care Workers",1,9.6400,"H",9.6400,"H","JASON SMITH","CITRUS HEIGHTS","CA","SMITH","JASON","THE MARTINEZ-SENFTNER LAW FIRM, PC","MARTINEZ-SENFTNER","GLORIA","ROSEVILLE","CA"
"TEMP","09594989","0408086","08/26/04 00:00:00","08/26/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/04/04 00:00:00",9,"AZ","999.513-011","Bakers",4,7.7500,"H",8.1200,"H","SUN RISE BAKING COMPANY","TUCSON","AZ","MIKELAITIS","DEBBIE","JEFFREY R. ZOUB, ATTORNEY AT LAW","ZOUB","JEFFREY","TUCSON","AZ"
"TEMP","09592870","196319","08/20/04 00:00:00","08/20/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/04/04 00:00:00",9,"CA","999.392-021","Nonfarm Animal Caretakers",5,480.0000,"W",306.8000,"W","VALLEY OAK RANCH","IRVINE","CA","BLACK D.V.M.","JERRY","MARTIN JOSEPH ARBURUA.ATTORNEY AT LAW","ARBURUA","MARTIN","SOLANA BEACH","CA"
"TEMP","01341094","200402103","07/30/04 00:00:00","09/22/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/04/04 00:00:00",1,"MA","999.513-099","All other food processing workers",6,6.9800,"H",6.9900,"H","Carlson Orchards Inc.","Harvard","MA","Carlson","Franklyn","New England Apple Council, Inc.","Young","John","Goffstown","NH"
"TEMP","03410986",,"08/12/04 00:00:00","08/12/04 00:00:00","09/14/04 00:00:00","Remand Issued to Employer","10/04/04 00:00:00",3,"VA","521.687-122","Shellfish Shucker",30,6.4800,"H",6.8100,"H","Imperial Oceans Seafood Inc.","Maryus","VA","Haywood","Richard","KT Labor, INC.","Sowards","Tish","Lexington","KY"
"TEMP","03410988",,"05/27/04 00:00:00","05/27/04 00:00:00","09/15/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",3,"DC","162.157-018","Buyer",1,29000.0000,"A",24066.0000,"A","Adlon t/a B & Italia","Washington","DC","Meyers","Mary","Washington Center for International Solutions","Lancaster","Alexander","Washington","DC"
"TEMP","03410996",,"08/13/04 00:00:00","08/13/04 00:00:00","09/21/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",3,"VA","311.477-030","Waiter/Waitress, Informal",10,7.5600,"H",7.5600,"H","V & K, Inc.","Virginia Beach","VA","Krus","Victor","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","03410985",,"08/13/04 00:00:00","08/13/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",3,"VA","955.687-014","Snow Shoveler",75,6.9700,"H",6.8100,"H","Tidewater Mulch & Material","Chesapeake","VA","Conner","Christian","Mid-Atlantic Solutions, Inc.","Whitley","Elizabeth","Lovingston","VA"
"TEMP","03410998",,"08/13/04 00:00:00","08/13/04 00:00:00","09/21/04 00:00:00","Denied, Temporary","10/04/04 00:00:00",3,"VA","311.677-018","Dining Room Attendant",10,6.5000,"H",6.1000,"H","V & K, Inc.","Virginia Beach","VA","Krus","Victor","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","02510794","200408120002","08/12/04 00:00:00","08/12/04 00:00:00","09/28/04 00:00:00","Denied, Temporary","10/05/04 00:00:00",2,"NJ","317.687-010","Cook Helper",7,8.0000,"H",14040.0000,"A","AVALON GOLDEN INN INC","AVALON","NJ","ALLISON","JOHN","MICHAEL S HENRY","HENRY","MICHAEL","PHILADELPHIA","PA"
"TEMP","02510795","200408120003","08/12/04 00:00:00","08/12/04 00:00:00","09/28/04 00:00:00","Denied, Temporary","10/05/04 00:00:00",2,"NJ","311.677-018","Dining Room Attendant",10,7.5000,"H",12688.0000,"A","AVALON GOLDEN INN INC","AVALON","NJ","ALLISON","JOHN","MICHAEL S HENRY","HENRY","MICHAEL","PHILADELPHIA","PA"
"TEMP","03411002",,"08/17/04 00:00:00","08/17/04 00:00:00","09/22/04 00:00:00","Denied, Temporary","10/05/04 00:00:00",3,"PA","290.477-018","Sales Clerk, Food",2,8.0000,"H",6.0600,"H","TLC Philadelphia Stadiums Inc.","West Chester","PA","Curyto","Tom","Law Office of Matthew I. Hirsch","Hirsch","Matthew","Wayne","PA"
"TEMP","03410999",,"08/13/04 00:00:00","08/13/04 00:00:00","09/21/04 00:00:00","Denied, Temporary","10/05/04 00:00:00",3,"VA","311.477-030","Waiter/Waitress, Informal",10,7.5600,"H",7.5600,"H","V & K, Inc.","Virginia Beach","VA","Krus","Victor","Law Office of Michael A. Klysh, P.C.","Klysh","Michael","Chicago","IL"
"TEMP","06357607","000000098270","08/06/04 00:00:00","09/07/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"TX","526.684-010","Doughnut Maker",4,7.5000,"H",6.4200,"H","SHIPLEY DO-NUTS","TEMPLE","TX","RENO","TRISH","FRANCISCO M MALDONADO JD","MALDONADO","FRANCISCO","SAN ANTONIO","TX"
"TEMP","06357608","000000098299","08/09/04 00:00:00","09/07/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"TX","899.687-014","Laborer, Airport Maintenance",6,6.5000,"H",6.2400,"H","LAJITAS AIRPORT LLC","LAJITAS","TX","MCINTIRE","MIKE","Delinko-Taylor","Delinko-Taylor","Diane","New York","NY"
"TEMP","06357609","000000098272","08/06/04 00:00:00","09/07/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"TX","318.687-010","Kitchen Helper",20,7.2000,"H",7.1300,"H","SATAY THE ASIAN COOKERY","AUSTIN","TX","Ocampo","Pedro","TEXAS STAFFING RESOURCES","VICHARELLY","JOSE","CEDAR PARK","TX"
"TEMP","06357610","000000098271","08/06/04 00:00:00","09/07/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"TX","869.687-026","Construction Worker II",20,7.6000,"H",7.5700,"H","LCT Lego Custom Texture, Inc.","Leander","TX","LeBaron","Leonel","TEXAS STAFFING RESOURCES","VICHARELLY","JOSE","CEDAR PARK","TX"
"TEMP","06357611","000000098323","08/10/04 00:00:00","09/07/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"TX","408.687-014","Laborer, Landscape",35,7.1500,"H",7.1500,"H","BIODONADO NURSERY LTD","NEW BRAUNFELS","TX","MALDONADO","JORGE","ROBERT KERSHAW, PC","KERSHAW, JR.","ROBERT","AUSTIN","TX"
"TEMP","06357615","50100-01","08/16/04 00:00:00","09/10/04 00:00:00","09/14/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"AR","408.684-014","Sprayer, Hand",200,6.3700,"H",6.3700,"H","EVERGREEN FORESTRY SERVICES,INC.","SANDPOINT","ID","SMITH,III","PETER","Labor Consultants Int'l","Muilenberg","Ginny","Post Falls","ID"
"TEMP","06357616","50102-01","08/17/04 00:00:00","09/10/04 00:00:00","09/14/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"AR","861.381-018","Bricklayer",35,10.8100,"H",10.8100,"H","LUCERO MASONRY","MENEFEE","AR","LUCERO","FERNANDO","Tom Travis, PA","Travis","Tom","Little Rock","AR"
"TEMP","06357617","04-1316","08/06/04 00:00:00","09/08/04 00:00:00","09/14/04 00:00:00","Denied, Temporary","10/06/04 00:00:00",6,"CO","919.687-014","Cleaner II",1,10.0700,"H",7.3000,"H","Jones Aircraft Washing Co.","Englewood","CO","Jones","Debra","Debra Jones","Jones","Debra","Aurora","CO"
"TEMP","06357606","ACLA0804-009-01","08/04/04 00:00:00","09/08/04 00:00:00","09/13/04 00:00:00","Certified, Temporary","10/06/04 00:00:00",6,"LA","452.687-018","Tree Planter",185,8.2900,"H",8.2900,"H","FJN CONTRACTORS,INC.","HERMITAGE","AR","JULIAN","FRANCISCO","Labor Consultants Int'l","Muilenberg","Ginny","Post Falls","ID"
"TEMP","09594995","196618","08/30/04 00:00:00","08/30/04 00:00:00","10/01/04 00:00:00","Denied, Temporary","10/06/04 00:00:00",9,"CA","999.392-021","Nonfarm Animal Caretakers",5,9.5200,"H",7.7200,"H","EL CAMPEON FARMS","THOUSAND OAKS","CA","REICH","CHRISTY","LAWLER & LAWLER","LAWLER","MARTIN","SAN FRANCISCO","CA"
"TEMP","05434972",,"06/02/04 00:00:00","06/02/04 00:00:00","07/07/04 00:00:00","Denied, Temporary","10/07/04 00:00:00",5,"KS","905.663-014","Truck Driver, Heavy",4,9.2200,"H",9.2200,"H","Allen Hess","Kiowa","KS","Downs","Lesli","Southern Impact","Downs","Lesli","Tulsa","OK"
"TEMP","05439345","242400SDS","08/19/04 00:00:00","08/19/04 00:00:00","09/23/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",5,"MI","318.687-010","Kitchen Helper",8,6.1600,"H",6.1600,"H","Hoppie's Tavern - Burt Lake","Cheboygan","MI","Griffin","Joe","Timothy O'Leary, Attorney at Law","O'Leary","Timothy","Washington","DC"
"TEMP","06357752","0098685","08/30/04 00:00:00","09/23/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","449.667-010","Deckhand, Fishing Vessel",10,1052.1700,"M",1076.4200,"M","BAYOU MARINE SERVICES","BROWNSVILLE","TX","RUSSELL","JIMMY","OCEAN PACIFIC INTERNATIONAL","LOPEZ","CARMEN","BROWNSVILLE","TX"
"TEMP","06357714","000000098449","08/16/04 00:00:00","09/16/04 00:00:00","09/20/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","354.377-014","Home Attendant",1,15.7300,"H",10.7200,"H","BARNHART CO","HOUSTON","TX","BARNHART","PAUL","LOCKE LIDDELL & SAPP LLP","HARRIS","T.","HOUSTON","TX"
"TEMP","06357706","50096-01","08/09/04 00:00:00","09/16/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"AR","860.381-022","Carpenter",35,11.0400,"H",11.0400,"H","TWIN BROTHERS, INC.","CONWAY","AR","MARTINEZ-ZARATE","JOSE","TOM TRAVIS, P.A.","Travis","Tom","Little Rock","AR"
"TEMP","06357750","0098687","08/30/04 00:00:00","09/23/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","449.667-010","Deckhand, Fishing Vessel",10,1076.0000,"M",1076.0000,"M","OCEAN PEARL INC","BROWNSVILLE","TX","KIRKCONNELL","BAXTER","OCEAN PACIFIC INTERNATIONAL","LOPEZ","CARMEN","BROWNSVILLE","TX"
"TEMP","06357727","000000098686","08/30/04 00:00:00","09/23/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","449.667-010","Deckhand, Fishing Vessel",10,1052.1700,"H",1076.4200,"H","CHAPA SHRIMP TRAWLERS","BROWNSVILLE","TX","CHAPA","ARTURO","OCEAN PACIFIC INTERNATIONAL","LOPEZ","CARMEN","BROWNSVILLE","TX"
"TEMP","06357716","2351118","08/03/04 00:00:00","09/02/04 00:00:00","09/20/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"WY","313.684-010","Baker Helper",4,8.0000,"H",6.6600,"H","HARVEST NATURAL FOODS, INC.","JACKSON","WY","ARNDT","BOB","Anderson & Associates","Hardin","Ian","Aurora","CO"
"TEMP","06357708","50095-01","08/09/04 00:00:00","09/16/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"AR","869.687-026","Construction Worker II",15,6.6900,"H",6.6900,"H","ARKANSAS CONCRETE CUTTING & CORING, INC.","JACKSONVILLE","AR","ETCHEMENDT","DENNIS","TOM TRAVIS, P.A.","Travis","Tom","Little Rock","AR"
"TEMP","06357707","50094-01","08/09/04 00:00:00","09/16/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"AR","869.687-026","Construction Worker II",40,8.5300,"H",8.5300,"H","HARPER CONSTRUCTION CO., INC.","PRATTSVILLE","AR","HARPER","DANNY","TOM TRAVIS, P.A.","Travis","Tom","Little Rock","AR"
"TEMP","06357751","0098683","08/30/04 00:00:00","09/23/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","449.667-010","Deckhand, Fishing Vessel",10,1052.1700,"M",1076.4200,"M","BURNELL MARINE & SUPPLY INC","BROWNSVILLE","TX","Burnell","Charles","OCEAN PACIFIC INTERNATIONAL","LOPEZ","CARMEN","BROWNSVILLE","TX"
"TEMP","06357691","04-1368","08/12/04 00:00:00","09/13/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"CO","311.677-018","Dining Room Attendant",2,9.0000,"H",6.0800,"H","Mezzaluna Restaurant","Vail","CO","Cave","Deryk","MARIA E PORTER","PORTER","MARIA","STEAMBOAT SPRINGS","CO"
"TEMP","06357696","ACLA0804-003-01","08/05/04 00:00:00","09/13/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"LA","920.587-018","Packager, Hand",15,6.1800,"H",6.1800,"H","Louisiana Rice Mill, LLC","Mermentau","LA","Hanks","Robert","Career America","Mckay","Steven","Hudson","NY"
"TEMP","06357687","04-1346-01","08/12/04 00:00:00","09/14/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"CO","277.357-058","Salesperson, Sporting Goods",5,11.0000,"H",9.3800,"H","VISTA BAHN SKI RENTALS","VAIL","CO","GROS","JANE","SIENNA LARENE & CHRIS POOLEY, LLC","Pooley","Chris","EDWARDS","CO"
"TEMP","06357686","004-1341","08/11/04 00:00:00","09/13/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"CO","361.687-018","Laundry Laborer",25,7.5000,"H",7.6600,"H","WESTERN SLOPE LAUNDRY COMPANY","EAGLE","CO","MATTHEWS","ROBERT","SIENNA LARENE & CHRIS POOLEY, LLC","Pooley","Chris","EDWARDS","CO"
"TEMP","06357640","000000098324","08/10/04 00:00:00","09/09/04 00:00:00","09/15/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"TX","408.687-014","Laborer, Landscape",50,6.8000,"H",6.8000,"H","COUNTRYSIDE NURSERY & LANDSCAPE LLC","AUSTIN","TX","YEPEZ","RUDY","ROBERT D KERSHAW","KERSHAW","ROBERT","AUSTIN","TX"
"TEMP","09595028","196616","08/31/04 00:00:00","08/31/04 00:00:00","10/06/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",9,"CA","999.259-041","Teacher Assistants",1,12.0000,"H",11.4500,"H","SMART START PRESCHOOL INC","CARLSBAD","CA","GOOMER","SEEMA","THE LAW OFFICE OF KEVIN M. TRACY","TRACY","KEVIN","DEL MAR","CA"
"TEMP","06357694","04-1371","08/13/04 00:00:00","09/14/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"CO","311.477-030","Waiter/Waitress, Informal",5,12.0000,"H",9.2100,"H","RUSTICO RISTORANTE","TELLURIDE","CO","SANNA","CARMELA","SIENNA LARENE & CHRIS POOLEY, LLC","Pooley","Chris","EDWARDS","CO"
"TEMP","06357695","04-1347","08/12/04 00:00:00","09/13/04 00:00:00","09/16/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",6,"CO","452.687-010","Forest Worker",150,8.4400,"H",8.1200,"H","SWEAT","PENSACOLA","FL","SWEAT","ROBERT","Labor Consultants Int'l","Muilenberg","Ginny","Post Falls","ID"
"TEMP","01341142","20050010","08/26/04 00:00:00","08/26/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",1,"CT","323.687-014","Cleaner, Housekeeping",6,9.7400,"H",9.7400,"H","Cedar Park Whirlpool Suites","North Stonington","CT","McDermott","Dee","H.E.L.P.","Young","John","Goffstown","NH"
"TEMP","01341136",,"07/12/04 00:00:00","07/12/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",1,"VT","341.665-010","Ski Tow Operator",100,7.5000,"H",7.0900,"H","Killington Ltd.","Killington","VT","Davis","Diane","The McNamara Firm PLLC","McNamara","John","Austin","TX"
"TEMP","01341137",,"07/12/04 00:00:00","07/12/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",1,"VT","969.685-010","Snowmaker",25,8.5400,"H",8.5400,"H","Killington Ltd.","Killington","VT","Davis","Diane","The McNamara Firm PLLC","McNamara","John","Austin","TX"
"TEMP","01341140",,"09/07/04 00:00:00","09/07/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",1,"RI","683.682-026","Levers Lace Machine Operator",2,12.1600,"H",12.1600,"H","Leavers Lace Corp","West Greenwich","RI","Roberts","York","S. Christopher Stowe Jr. Attorney at Law","Stowe, Jr.","S. Christopher","Warwick","RI"
"TEMP","01341237",,"07/28/04 00:00:00","07/28/04 00:00:00","10/05/04 00:00:00","Certified, Temporary","10/07/04 00:00:00",1,"VT","153.227-018","Instructor, Sports",14,7.5000,"H",7.2000,"H","Killington Ltd.","Killington","VT","Davis","Diane","The McNamara Firm PLLC","McNamara","John","Austin","TX"
