Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,OCC_Code,OCC_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","03413587",,"12/13/04 00:00:00","12/13/04 00:00:00","01/21/05 00:00:00","Certified, Temporary","02/08/05 00:00:00",3,"PA","408.687-014","Laborer, Landscape",11,7.9000,"H",7.9000,"H","Primavera Landscape Services Inc.","Bensalem","PA","Kurowski","Richard","FEWA","Romero","Rita","Bay City","TX"
"TEMP","03413591",,"12/21/04 00:00:00","12/21/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",40,7.4100,"H",7.5900,"H","American Star Services","Hollywood","FL","Magalnik","Vladimr","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413581",,"12/27/04 00:00:00","01/18/05 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/08/05 00:00:00",3,"PA","408.687-014","Laborer, Landscape",10,7.2500,"H",6.7900,"H","Superior Scapes, Inc.","New Stanton","PA","Brown, Sr.","George","Mid-Atlantic Solutions, Inc.","Whitley","Elizabeth","Lovingston","VA"
"TEMP","03413592",,"12/21/04 00:00:00","12/21/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",35,6.6000,"H",6.9200,"H","American Star Services","Hollywood","FL","Magalnik","Vladimr","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413597",,"12/28/04 00:00:00","01/28/05 00:00:00","01/31/05 00:00:00","Certified, Temporary","02/08/05 00:00:00",3,"PA","408.687-014","Laborer, Landscape",6,6.9900,"H",6.9900,"H","Three Spruce Landscape Contractors Inc.","New Cumberland","PA","Kither","Donald","FEWA","Romero","Rita","Bay City","TX"
"TEMP","03413580",,"12/13/04 00:00:00","12/13/04 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/08/05 00:00:00",3,"VA","408.687-014","Laborer, Landscape",8,11.5000,"H",11.6400,"H","Bluehill Lawn, LLC","Charlottesville","VA","Halliday","Michael","Mid-Atlantic Solutions, Inc.","Whitley","Elizabeth","Lovingston","VA"
"TEMP","03413593",,"12/21/04 00:00:00","12/21/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",35,7.3100,"H",7.7000,"H","American Star Services","Hollywood","FL","Magalnik","Vladimr","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413583",,"12/06/04 00:00:00","12/06/04 00:00:00","01/21/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"PA","153.227-018","Instructor, Sports",1,40800.0000,"A",30056.0000,"A","Jamira Products","Philadelphia","PA","Stafford","Thomas","APT Service","Zielinska","Danuta","Philadelphia","PA"
"TEMP","03413585",,"12/14/04 00:00:00","12/14/04 00:00:00","01/21/05 00:00:00","Certified, Temporary","02/08/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",35,7.4100,"H",7.4100,"H","HK Services Inc.","Williamsburg","VA","Nunnery","Robert","Druz, Brano","Druz","Brano","Euclid","OH"
"TEMP","03413589",,"10/22/04 00:00:00","10/22/04 00:00:00","01/21/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"MD","620.261-022","Construction Equipment Mechanic",10,20.2800,"H",7.7700,"H","AB Consultants, Inc.","Lanham","MD","Patel","Amrish","Garson","Garson, Esquire","H. Neil","Fairfax","VA"
"TEMP","03413445",,"11/18/04 00:00:00","11/18/04 00:00:00","12/30/04 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"VA","929.663-010","Logging Tractor Operator",5,8.7500,"H",8.7800,"H","Highlands log Structure Inc.","Abingdon","VA","Johnson","Winston","Dean Wanderer","Wanderer","Dean","Fairfax","VA"
"TEMP","03413584",,"12/13/04 00:00:00","12/13/04 00:00:00","01/21/05 00:00:00","Denied, Temporary","02/08/05 00:00:00",3,"PA","408.161-010","Landscape Gardener",1,12.2000,"H",12.2000,"H","Sweet Bay Grove Landscape Design","Doylestown","PA","Adams","John","Raymond Basso","Basso","Raymond","Philadelphia","PA"
"TEMP","05443001","15231","12/03/04 00:00:00","12/03/04 00:00:00","01/13/05 00:00:00","Withdrawn","02/09/05 00:00:00",5,"OH","408.687-014","Laborer, Landscape",5,12.0600,"H",7.9500,"H","Kanary's Landscaping, Inc.","Shefield Village","OH","Kanary","Richard","Sky International","Rios","Arthur","Toledo","OH"
"TEMP","02513366","20040092780","12/17/04 00:00:00","12/17/04 00:00:00","01/19/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",2,"NY","418.674-010","Dog Groomer",1,14.0000,"H",6.9400,"H","TOMY MAUGERI DOG SALONS","NEW YORK","NY","O NEILL","PETER","SETH LAW ASSOCIATES","SETH","PIYUSH","PITTSBURGH","PA"
"TEMP","02513362","20040092470","12/09/04 00:00:00","12/09/04 00:00:00","01/19/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",2,"NY","790.381-010","Tobacco Blender",1,17.1800,"H",16.0600,"H","MARTINEZ HAND ROLLED CIGARS","NEW YORK","NY","MARTINEZ","JESUS","Bretz & Coven,, LLP","Qiu","Oliver","New York","NY"
"TEMP","02512806","200411030048","11/03/04 00:00:00","11/03/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",10,7.6200,"H",7.6200,"H","ATLANTIC PLANTS","BRICK","NJ","FRANZONI","KEAVY","FEDERATION OF EMPLOYERS & WORKERS","EVANS","SCOTT","Bay City","TX"
"TEMP","02513551","200412020018","12/02/04 00:00:00","12/02/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NJ","869.687-026","Construction Worker II",16,19.1600,"H",39852.8000,"A","FONSECA ROOFING INC","STANHOPE","NJ","FONSECA","HUGO","H2B SOLUTIONS INC","RAMIREZ","LUISA","DOVER","NJ"
"TEMP","02513563","20050001400","01/20/05 00:00:00","01/20/05 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NY","344.667-010","Ticket Taker",22,6.0200,"H",6.0200,"H","CMC AMUSEMENTS INC","RIDGEFIELD","NJ","CATTANIA","DONALD","PRACTICAL EMPLOYEE SOLUTIONS","STRICKLAND","VERONICA","TABOR CITY","NC"
"TEMP","02513561","20040092370","12/06/04 00:00:00","12/06/04 00:00:00","01/27/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",2,"NY","318.687-010","Kitchen Helper",12,7.7500,"H",6.1800,"H","SAGAMORE","BOLTON LANDING","NY","RAUSCH","MAX","MEADE SEASON STAFFING","MEADE","MARY","FORT EDWARD","NY"
"TEMP","02513559","20040090730","11/30/04 00:00:00","11/30/04 00:00:00","01/27/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",2,"NY","410.674-022","Stable Attendant",10,11.5900,"H",6.9400,"H","FAUSTINO F RAMOS RACING STABLES","S OZONE PARK","NY","RAMOS","FAUSTINO","LAW OFFICES OF RON  KATIRAEI","KATIRAEI","RON","JACKSON HEIGHTS","NY"
"TEMP","02513556","20040092940","12/28/04 00:00:00","12/28/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NY","361.684-010","Launderer, Hand",3,7.0000,"H",6.7600,"H","Alvera Atlantic Management","MONTAUK","NY","ALVARESA","RENEE","Rubin","RUBIN","MELINDA","Hampton Bays","NY"
"TEMP","02513557","20040090740","11/30/04 00:00:00","11/30/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NY","408.687-014","Laborer, Landscape",7,6.9500,"H",7.3000,"H","M KENESTON CORP","CASTELTON","NY","KENESTON","MILLARD","KT LABOR INC","SOWARDS","TISH","LEXINGTON","KY"
"TEMP","02513558","20040090820","11/29/04 00:00:00","11/29/04 00:00:00","01/27/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",2,"NY","408.687-014","Laborer, Landscape",10,9.1200,"H",9.1200,"H","ABSOLUTE LANDSCAPING","NANUET","NY","VITALE","PETER","CAREER AMERICA","MCKAY","STEVEN","HUDSON","NJ"
"TEMP","03413574",,"11/22/04 00:00:00","11/22/04 00:00:00","01/19/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",3,"MD","408.687-014","Laborer, Landscape",2,7.3900,"H",7.7700,"H","Lawns Unlimited","Foresthill","MD","Arnold","David","KT Labor, INC.","Sowards","Tish","Lexington","KY"
"TEMP","04421423","2004120150","12/16/04 00:00:00","12/16/04 00:00:00","02/01/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",4,"NC","301.474-010","House Worker, General",1,9.1000,"H",7.0800,"H","Not Available","RALEIGH","NC","Not Available","Not Available","OFFICE OF INTERNATIONAL IMMIGRATION","RODRIGUEZ, ESQ.","ROQUE","UNION CITY","NJ"
"TEMP","02513567","200412090001","12/09/04 00:00:00","12/09/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/09/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",6,7.8600,"H",16348.8000,"H","DEWOLFF LANDSCAPE INC","ELMWOOD PARK","NJ","DEWOLFF","ROBERT","FEDERATION OF EMPLOYERS & WORKERS","EVANS","SCOTT","Bay City","TX"
"TEMP","03413596",,"12/20/04 00:00:00","01/28/05 00:00:00","01/31/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",3,"PA","904.383-010","Tractor Trailer Truck Driver",25,37600.0000,"A",36171.0000,"A","Yourga Trucking Inc.","Wheatland","PA","Doutt","M.","Annette Carpenter","Carpenter","Annette","N.Little Rock","AR"
"TEMP","03413568",,"12/13/04 00:00:00","12/13/04 00:00:00","01/19/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",4,6.6000,"H",6.6000,"H","Guesthouse Inn","Staunton","VA","Desai","Ramesh","H E L P","YOUNG","JOHN","GOFFSTOWN","NH"
"TEMP","03413599",,"12/27/04 00:00:00","12/27/04 00:00:00","01/31/05 00:00:00","Denied, Temporary","02/09/05 00:00:00",3,"VA","840.381-010","Painter",12,12.5000,"H",12.5000,"H","Carpentry and Painting Experts LLC","Richmond","VA","Aleksandrov","Aleksander","Holland, Margaret","Holland","Margaret","Boston","MA"
"TEMP","05443281",,"12/20/04 00:00:00","01/18/05 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MO","408.687-014","Laborer, Landscape",7,7.0700,"H",7.4400,"H","Greenspace Lawn Service","Hazelwood","MO","Kelly","Steven","KT Labor, Inc.","Sowards","Tish","Lexington","KY"
"TEMP","05443170","5-0263","12/16/04 00:00:00","12/16/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MN","869.687-026","Construction Worker II",5,11.9800,"H",11.9800,"H","Quality Stucco, Inc.","Ham Lake","MN","Taylor","Steve","Federation of Employers & Workers of America","Resendez","Rosario","Bay City","TX"
"TEMP","05443171",,"11/15/04 00:00:00","11/15/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"KS","929.687-022","Laborer, Salvage",40,7.1100,"H",7.4600,"H","Deffenbaugh Industries, Inc.","Shawnee","KS","Skinner","Linda","Kathleen A. Harvey, JD, PA","Harvey","Kathleen","Overland Park","KS"
"TEMP","05443269",,"12/20/04 00:00:00","12/20/04 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MO","332.271-010","Cosmetologist",6,15.4900,"H",15.4900,"H","Spa Shiki","Lake Ozark","MO","Adams","Nancy","H.E.L.P.","Young","John","Goffstown","NH"
"TEMP","05443282","250706SDS","12/20/04 00:00:00","12/20/04 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","318.687-010","Kitchen Helper",6,6.1600,"H",6.3800,"H","Courtyards of Mackinaw dba Mackinaw Crossings","Mackinaw City","MI","Dos Santos","Alvaro","Timothy O'Leary, Attorney at Law","O'Leary","Timothy","Washington","DC"
"TEMP","05443280",,"12/23/04 00:00:00","01/18/05 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MO","408.687-014","Laborer, Landscape",11,7.1700,"H",7.4400,"H","Elite Lawn Services, Inc.","St.Charles County","MO","Wells","Jordan","Amigos Labor Solutions, Inc.","Agent",,"Dallas","TX"
"TEMP","05443278",,"12/22/04 00:00:00","12/22/04 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MO","408.687-014","Laborer, Landscape",3,8.0000,"H",7.5100,"H","Clean Cut Services, LLC","Ashland","MO","Jones","Richard","Garcia Solorio LLP","Solorio","Alejandro J.","Mission","KS"
"TEMP","05443276",,"12/10/04 00:00:00","12/10/04 00:00:00","01/20/05 00:00:00","Denied, Temporary","02/10/05 00:00:00",5,"IN","317.687-010","Cook Helper",3,7.0000,"H",6.1300,"H","Mi Pueblito VI Mexican Restaurant, Inc.","Marion","IN","Aguirre","Juan","AMEB Business Group, Inc.","Pena","Bernardo","Brownsville","TX"
"TEMP","05443154",,"11/15/04 00:00:00","11/15/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"KS","459.687-010","Laborer, Brush Clearing",35,7.1100,"H",7.1400,"H","Deffenbaugh Industries, Inc.","Shawnee","KS","Skinner","Linda","Kathleen A. Harvey, JD, PA","Harvey","Kathleen","Overland Pk","KS"
"TEMP","05443283","250705SDS","12/20/04 00:00:00","12/20/04 00:00:00","01/20/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","313.374-014","Cook, Short Order",6,6.6000,"H",6.6000,"H","Courtyards of Mackinaw dba Mackinaw Crossings","Mackinaw City","MI","Dos Santos","Alvaro","Timothy O'Leary, Attorney at Law","O'Leary","Timothy","Washington","DC"
"TEMP","05442706","15174","11/24/04 00:00:00","11/24/04 00:00:00","12/30/04 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"OH","408.687-014","Laborer, Landscape",6,7.9500,"H",7.9500,"H","DeLauro Brothers","Highland Heights","OH","DeLauro","Joe","Rosner and Associates Co., L.P.A.","Moss","Karen","Cleveland","OH"
"TEMP","05442972","V-IL57778","11/18/04 00:00:00","11/18/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"IL","408.687-014","Laborer, Landscape",15,7.2500,"H",7.3800,"H","Sergio's Landscaping","Waukegan","IL","Abrego","Sergio","Broyles Law Office","Broyles, Esq.","Beth Ann","Chicago","IL"
"TEMP","05442975","250620SDS","11/30/04 00:00:00","11/30/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","869.687-026","Construction Worker II",9,9.8600,"H",9.8600,"H","Van Dellen Steel Inc.","Caledonia","MI","Van Dellen","Carey","North American Labor Service, Inc.","Clancy","Jon","Vancleave","MS"
"TEMP","05443151","15347","12/20/04 00:00:00","12/20/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"OH","408.687-014","Laborer, Landscape",6,7.9500,"H",7.9500,"H","Lakewood Country Club","Westlake","OH","Noel","Jim","Workforce Advantage","Saenz","Fernando","Richmond","VA"
"TEMP","05442992","250668SDS","12/03/04 00:00:00","12/03/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","323.687-014","Cleaner, Housekeeping",14,6.2400,"H",6.2400,"H","Comfort Inn Beachside","St. Ignace","MI","Brown","Tim","H.E.L.P.","Young","John","Goffstown","NH"
"TEMP","05442979","250684SDS","12/08/04 00:00:00","12/08/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","408.687-014","Laborer, Landscape",18,7.7000,"H",7.7000,"H","Alpha Concrete Corp.","Battle Creek","MI","Mcallister","Mark","Federation of Employers & Workers of America","Resendez","Rosario","Bay City","TX"
"TEMP","05443132",,"11/01/04 00:00:00","11/01/04 00:00:00","01/18/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"IA","408.687-014","Laborer, Landscape",14,7.9400,"H",7.9400,"H","Culver's Lawn Landscape, Inc.","Marion","IA","Culver","Todd","Amigos Labor Solutions, Inc.","Agent",,"Dallas","TX"
"TEMP","05442980","250669SDS","12/03/04 00:00:00","12/03/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","323.687-014","Cleaner, Housekeeping",7,6.5700,"H",6.5700,"H","Colonial Inn Resort Inc","Harbor Springs","MI","Brown","Timothy","H.E.L.P.","Young","John","Goffstown","NH"
"TEMP","05442993","250667SDS","12/03/04 00:00:00","12/03/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","323.687-014","Cleaner, Housekeeping",22,6.0000,"H",6.2400,"H","Lake View Hotel","Mackinac Island","MI","Modd","Chris","H.E.L.P.","Young","John","Goffstown","NH"
"TEMP","05442949",,"12/10/04 00:00:00","12/10/04 00:00:00","01/12/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"IN","905.663-014","Truck Driver, Heavy",75,17.8000,"H",17.8000,"H","Specialized Transportation Agent Group, Inc.","Fort Wayne","IN","Nawrocki","Jamice","Barnes & Thornburg","Richmond","Mariana","Indianapolis","IN"
"TEMP","05442946",,"11/01/04 00:00:00","11/01/04 00:00:00","01/12/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"IN","311.677-018","Dining Room Attendant",25,6.8700,"H",6.8700,"H","French Lick Springs Resort","French Lick","IN","Stevens","Jennifer","U.S. Americans, Inc.","Agent",,"Wesybury","NY"
"TEMP","05442991","250682sds","12/13/04 00:00:00","12/13/04 00:00:00","01/13/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",5,"MI","318.687-010","Kitchen Helper",6,6.1600,"H",6.3800,"H","Audie's Restaurant","Mackinaw City","MI","Vartanian","Dennis","Timothy O'Leary, Attorney at Law","O'Leary","Timothy","Washington","DC"
"TEMP","09596731","1321370","12/08/04 00:00:00","12/08/04 00:00:00","02/08/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","408.684-018","Tree Pruner",32,8.7500,"H",8.7500,"H","THE HIGHRIDGE CORP","ISSAQUAH","WA","ROSSMAN","MARYLOU","THE MCNAMARA FIRM, L.P.","MCNAMARA","JOHN","AUSTIN","TX"
"TEMP","09596588","1319868","12/01/04 00:00:00","12/01/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","318.687-010","Kitchen Helper",20,9.0000,"H",7.0800,"H","ROCHE HARBOR VILLAGE","ROCHE HARBOR","WA","WIESE","ROD","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09596491","1319853","12/01/04 00:00:00","12/01/04 00:00:00","01/10/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","311.677-018","Dining Room Attendant",10,7.3500,"H",6.9300,"H","FOUR LADIES DBA DOWNRIGGERS","FRIDAY HARBOR","WA","RISHEL","DEBBIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09596587","1319858","12/01/04 00:00:00","12/01/04 00:00:00","01/19/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","329.467-010","Attendant, Lodging Facilities",20,9.0000,"H",7.7500,"H","ROCHE HARBOR VILLAGE","ROCHE HARBOR","WA","WIESE","ROD","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09596528","2137","10/06/04 00:00:00","10/06/04 00:00:00","01/14/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"AK","522.384-010","Fish Roe Technician",1,14.1800,"H",14.9200,"H","U.S. SEAFOODS, L.L.C.","SEATTLE","WA","WOOD","DAVID","GARVEY SCHUBERT BARER","RODGERS","GREGG","SEATTLE","WA"
"TEMP","09596599","1319862","12/01/04 00:00:00","12/01/04 00:00:00","01/21/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","323.687-014","Cleaner, Housekeeping",18,9.0000,"H",7.2300,"H","ROCHE HARBOR VILLAGE","ROCHE HARBOR","WA","WIESE","ROD","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09596600","1319866","12/01/04 00:00:00","12/01/04 00:00:00","01/21/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","311.677-018","Dining Room Attendant",20,7.3500,"H",6.9300,"H","ROCHE HARBOR VILLAGE","ROCHE HARBOR","WA","WIESE","ROD","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09596529","2138","10/06/04 00:00:00","10/06/04 00:00:00","01/14/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"AK","522.384-010","Fish Roe Technician",1,14.1800,"H",14.9200,"H","SEAFREEZE ALASKA LIMITED PARTNERSHIP","SEATTLE","WA","WOOD","DAVID","GARVEY SCHUBERT BARER","RODGERS","GREGG","SEATTLE","WA"
"TEMP","09596001",,"11/15/04 00:00:00","11/15/04 00:00:00","12/13/04 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"ID","999.454-011","Forest and Conservation Workers",6,8.0000,"H",7.4100,"H","ROCKY MOUNTAIN LANDSCAPE","DRIGGS","ID","MERRILL","PATRICIA","GLOHAL RESOURCES","ROWE","MICHAELENE","RUPERT","ID"
"TEMP","09595996","1313167","11/01/04 00:00:00","11/01/04 00:00:00","12/10/04 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","408.687-014","Laborer, Landscape",30,8.5000,"H",8.8500,"H","SIGNATURE LANDSCAPE SERVICES, INC","REDMOD","WA","HANLEY","SUSAN","THERESA MAYBERRY","MAYBERRY","THERESA","KENT","WA"
"TEMP","09595997","1314160","11/01/04 00:00:00","11/01/04 00:00:00","12/10/04 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","408.687-014","Laborer, Landscape",78,8.5000,"H",8.8500,"H","SHAMROCK LANDSCAPING, LLC","KENT","WA","HUNSAKER","PAT","THERESA MAYBERRY","MAYBERRY","THERESA","KENT","WA"
"TEMP","09596490","1319856","12/01/04 00:00:00","12/01/04 00:00:00","01/10/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","317.687-010","Cook Helper",10,9.0000,"H",7.0800,"H","FOUR LADIES DBA DOWNRIGGERS","FRIDAY HARBOR","WA","RISHEL","DEBBIE","IMMIGRATION SERVICES OF AMERICA","WILLIAMS","ROD","JOYCE","WA"
"TEMP","09595999","1312845","11/01/04 00:00:00","11/01/04 00:00:00","12/13/04 00:00:00","Certified, Temporary","02/10/05 00:00:00",9,"WA","408.687-014","Laborer, Landscape",8,7.8200,"H",8.2000,"H","THE LAWN GUYS, INC","PUYALLUP","WA","NARON","DAVE","AMIGOS LABOR SOLUTIONS, INC","WINGFIELD JR.","ROBERT","DALLAS","TX"
"TEMP","02513565","20040089290","11/23/04 00:00:00","11/23/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NY","151.027-014","Instructor, Dancing",1,26.0400,"H",26.0400,"H","DANCE NEW YORK INC","NY","NY","PHILLIPS","CLIVE","Kleefield","Kleefield","Claude","New York","NY"
"TEMP","02513573","200412020016","12/02/04 00:00:00","12/02/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",9,9.0000,"H",18116.8000,"A","D TORLUCCIO LANDSCAPING","WEST CALDWELL","NJ","TORLUCCIO","DINO","H2B SOLUTIONS INC","RAMIREZ","LUISA","DOVER","NJ"
"TEMP","02513574","200412010002","12/01/04 00:00:00","12/01/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NJ","323.687-014","Cleaner, Housekeeping",20,9.7600,"H",20300.8000,"H","SEA SHELL MOTEL","WILDWOOD","NJ","VANEMAN","ROBERT","DEPENDABLE INTERNATIONAL SERVICES","MARRA","ALLEN","EAST ORANGE","NJ"
"TEMP","02513576","200412080002","12/08/04 00:00:00","12/08/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",5,7.6200,"H",15849.6000,"H","EASTERN LANDSCAPE ASSOCIATES","FREEHOLD","NJ","CHADWICK","CHARLES","FEDERATION OF EMPLOYERS & WORKERS","EVANS","SCOTT","Bay City","TX"
"TEMP","02513568","200412090003","12/09/04 00:00:00","12/09/04 00:00:00","01/27/05 00:00:00","Denied, Temporary","02/10/05 00:00:00",2,"NJ","405.684-014","Horticultural Worker I",3,11.8200,"H",24585.6000,"H","TIDBURY CREEK FARMS","MONROE TWP","NJ","HLUCHY","ROBERT","PRINCETON IMMIGRATION GROUP LLC","ASIR","JOSEPH","PRINCETON","NJ"
"TEMP","02513569","200412100003","12/09/04 00:00:00","12/09/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",8,12.2100,"H",25396.8000,"A","HOFFMAN LANDSCAPE MAINTENANCE","MOORESTOWN","NJ","HOFFMAN","DAVID","Barsamian","Barsamian","Steven","Philadelphia","PA"
"TEMP","02513570","200412030003","12/03/04 00:00:00","12/03/04 00:00:00","01/27/05 00:00:00","Denied, Temporary","02/10/05 00:00:00",2,"NJ","785.261-010","Alteration Tailor",1,12.3300,"H",25646.4000,"H","ONE STOP GARMENT CARE","OLD BRIDGE","NJ","PARK","CHANG","PRINCETON IMMIGRATION GROUP LLC","ASIR","JOSEPH","PRINCETON","NJ"
"TEMP","02513566","200412090006","12/09/04 00:00:00","12/09/04 00:00:00","01/27/05 00:00:00","Certified, Temporary","02/10/05 00:00:00",2,"NJ","317.687-010","Cook Helper",10,6.2300,"H",12958.4000,"H","CHICKEN OR THE EGG (THE)","BEACH HAVEN","NJ","COHEN","MARK","LABOR CONSULTANTS INTERNATIONAL","MUILENBURG","GINNY","POST FALLS","ID"
"TEMP","05443346","V-IL57777","11/18/04 00:00:00","11/18/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/11/05 00:00:00",5,"IL","153.227-018","Instructor, Sports",1,711.0000,"W",1706.0000,"W","St. Viator High School","Arlington Heights","IL","VonBehren","Thomas","Broyles Law Office","Broyles, Esq.","Beth Ann","Chicago","IL"
"TEMP","05443311","V-IL57270","10/12/04 00:00:00","10/12/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/11/05 00:00:00",5,"IL","869.687-026","Construction Worker II",50,10.3600,"H",10.3600,"H","Tecta America Corporation","Skokie","IL","Vantacrose","Mark","Phillip J, Hare, Esq.","Hare","Phillip","Greenbelt","MD"
"TEMP","05443345","250709SDS","12/22/04 00:00:00","12/22/04 00:00:00","01/26/05 00:00:00","Denied, Temporary","02/11/05 00:00:00",5,"MI","621.281-014","Airframe And Power Plant Mechanic",1,21.5300,"H",22.8800,"H","Construction Helicopters, Inc.","Ypsilanti","MI","Turner","Christopher","Atty. David H. Paruch","Paruch","David","Troy","MI"
